Product Name,Sales
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8
Bose SoundLink Bluetooth Speaker,2865.6
Kensington 7 Outlet MasterPiece Power Center,2883.276
ShoreTel ShorePhone IP 230 VoIP phone,2906.628
"Global Fabric Manager's Chair, Dark Gray",2908.224
Aastra 6757i CT Wireless VoIP phone,2929.984
3.6 Cubic Foot Counter Height Office Refrigerator,2946.2
O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668
GBC DocuBind P100 Manual Binding Machine,2954.444
"Global Manager's Adjustable Task Chair, Storm",2959.208
O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979.004
Compact Automatic Electric Letter Opener,2982.75
Carina Double Wide Media Storage Towers in Natural & Black,3028.652
Space Solutions HD Industrial Steel Shelving.,3035.208
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0
Digium D40 VoIP phone,3044.164
Hoover WindTunnel Plus Canister Vacuum,3051.3
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3059.7960000000003
Fellowes PB200 Plastic Comb Binding Machine,3093.818
BlackBerry Q10,3099.354
Economy Rollaway Files,3138.8
Hon 2111 Invitation Series Corner Table,3140.55
Jabra SPEAK 410,3158.064
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13
Okidata C331dn Printer,3210.8
GBC ProClick 150 Presentation Binding System,3222.996
Ibico EB-19 Dual Function Manual Binding System,3234.913
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3242.54
Bevis 44 x 96 Conference Tables,3253.2200000000003
Tenex Antistatic Computer Chair Mats,3317.0119999999997
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308
Bush Advantage Collection Round Conference Table,3401.6000000000004
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5
Geemarc AmpliPOWER60,3415.04
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704
Aastra 57i VoIP phone,3426.132
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84
"Iceberg OfficeWorks 42"" Round Tables",3457.442
"Global Airflow Leather Mesh Back Chair, Black",3472.54
Hon Rectangular Conference Tables,3481.515
Fellowes Super Stor/Drawer Files,3489.48
Avanti 4.4 Cu. Ft. Refrigerator,3511.012
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24
Global Adaptabilities Conference Tables,3540.348
Pyle PMP37LED,3590.026
"Bush Cubix Conference Tables, Fully Assembled",3603.288
Toshiba IPT2010-SD IP Telephone,3613.74
Canon PC-428 Personal Copier,3639.818
"Situations Contoured Folding Chairs, 4/Set",3641.274
Polycom VoiceStation 500 Conference phone,3657.38
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.115
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004
Hon Non-Folding Utility Tables,3775.647
Google Nexus 5,3815.788
Polycom SoundPoint IP 450 VoIP phone,3839.62
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056
Cisco SPA301,3930.9480000000003
Fellowes High-Stak Drawer Files,3946.656
Canon Image Class D660 Copier,3959.9339999999997
Hon Racetrack Conference Tables,3963.901
Polycom SoundStation2 EX Conference phone,3968.5099999999998
Hon 4070 Series Pagoda Round Back Stacking Chairs,3980.152
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
WD My Passport Ultra 2TB Portable External Hard Drive,3998.4
Samsung Galaxy S4 Active,3999.92
Wireless Extenders zBoost YX545 SOHO Signal Booster,4044.3860000000004
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48
"SAFCO Commercial Wire Shelving, Black",4199.456
Hewlett Packard 310 Color Digital Copier,4199.86
GBC DocuBind 200 Manual Binding Machine,4209.799999999999
Motorola L703CM,4211.73
Cisco 9971 IP Video Phone Charcoal,4268.0
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644
GBC DocuBind TL200 Manual Binding Machine,4322.814
Bevis 36 x 72 Conference Tables,4332.252
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.8275
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.044
Logitech G19 Programmable Gaming Keyboard,4389.246
Sharp 1540cs Digital Laser Copier,4399.92
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056
Nortel Meridian M3904 Professional Digital phone,4434.912
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.175
KI Adjustable-Height Table,4466.661
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03
Samsung Galaxy Note 2,4507.902
Fellowes Officeware Wire Shelving,4509.466
"Bevis Round Bullnose 29"" High Table Top",4544.925
Letter Size Cart,4600.092
Polycom CX600 IP Phone VoIP phone,4619.2300000000005
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999
Global Executive Mid-Back Manager's Chair,4626.582
SAFCO Boltless Steel Shelving,4704.696
High-Back Leather Manager's Chair,4770.633
Smead Adjustable Mobile File Trolley with Lockable Top,4778.766
Fellowes Staxonsteel Drawer Files,4829.25
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46
Apple iPhone 5S,4901.914000000001
Chromcraft Rectangular Conference Tables,4952.673
Panasonic KX-TG9471B,4978.146000000001
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,5119.744000000001
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081
"Lifetime Advantage Folding Chairs, 4/Carton",5212.112
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,5282.424
GE 30524EE4,5291.7300000000005
Hon Olson Stacker Stools,5294.456
Wilson SignalBoost 841262 DB PRO Amplifier Kit,5327.26
Ibico Hi-Tech Manual Binding System,5398.323
Hon Olson Stacker Chairs,5427.99
"Global High-Back Leather Tilter, Burgundy",5436.158
"Dual Level, Single-Width Filing Carts",5489.124
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885
Deluxe Rollaway Locking File with Drawer,5572.792
Logitech Z-906 Speaker sys - home theater - 5.1-CH,5609.83
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,5634.9
Canon PC940 Copier,5669.874
Safco Contoured Stacking Chairs,5697.76
Iceberg Mobile Mega Data/Printer Cart,5751.774
Zebra GX420t Direct Thermal/Thermal Transfer Printer,5787.355
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5801.816
Global Leather Executive Chair,5861.532999999999
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52
Hon 5100 Series Wood Tables,5965.09
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204
Canon PC1080F Personal Copier,5999.9
Global Ergonomic Managers Chair,6008.536
Global Comet Stacking Arm Chair,6084.144
Samsung Galaxy S4 Mini,6109.87
Samsung Galaxy S4,6134.701999999999
Bush Advantage Collection Racetrack Conference Table,6151.045
Polycom VVX 310 VoIP phone,6227.654
Sharp AL-1530CS Digital Copier,6399.872
"Global Leather and Oak Executive Chair, Black",6410.874
Hon Pagoda Stacking Chairs,6483.796
Balt Solid Wood Round Tables,6518.754
Hon Multipurpose Stacking Arm Chairs,6584.64
Standard Rollaway File with Lock,6594.954
ClearOne CHATAttach 160 - speaker phone,6695.892
Hon Every-Day Series Multi-Task Chairs,6748.482
Cisco Unified IP Phone 7945G VoIP phone,6751.602
Bretford CR8500 Series Meeting Room Furniture,6776.562000000001
GBC DocuBind 300 Electric Binding Machine,6785.142
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",6819.312
Hoover Upright Vacuum With Dirt Cup,6832.908
Hon GuestStacker Chair,6936.102
"Bevis Oval Conference Table, Walnut",6942.068
Zebra ZM400 Thermal Label Printer,6965.700000000001
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),7139.796
Bretford CR4500 Series Slim Rectangular Table,7242.768
Ibico Ibimaster 300 Manual Binding System,7249.403
Logitech diNovo Edge Keyboard,7399.704
Hon 94000 Series Round Tables,7404.5
Adjustable Depth Letter/Legal Cart,7439.860000000001
Tennsco 16-Compartment Lockers with Coat Rack,7515.523999999999
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7539.7122
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7582.374
Mitel MiVoice 5330e IP Phone,7699.72
Ativa V4110MDD Micro-Cut Shredder,7699.89
Okidata MB760 Printer,7834.4
Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005
Cubify CubeX 3D Printer Triple Head Print,7999.98
Fellowes PB300 Plastic Comb Binding Machine,8070.192
"Hot File 7-Pocket, Floor Stand",8138.232
Chromcraft Round Conference Tables,8209.059
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997
Global Deluxe High-Back Manager's Chair,8665.194
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5
Canon PC1060 Personal Laser Copier,8819.874
Wilson Electronics DB Pro Signal Booster,8878.4
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,8899.24
Hewlett Packard 610 Color Digital Copier / Printer,8899.822
Canon Imageclass D680 Copier / Fax,8959.872
GuestStacker Chair with Chrome Finish Legs,9070.944
Tennsco Single-Tier Lockers,9158.296
Bady BDG101FRU Card Printer,9279.884
Plantronics Savi W720 Multi-Device Wireless Headset System,9367.289999999999
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9587.052
Tennsco Double-Tier Lockers,9630.856
Tennsco 6- and 18-Compartment Lockers,10076.46
Logitech P710e Mobile Speakerphone,10196.604
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,10822.36
DMI Eclipse Executive Suite Bookcases,11046.609
Cubify CubeX 3D Printer Double Head Print,11099.963
SAFCO Arco Folding Chair,11572.78
Global Troy Executive Leather Low-Back Tilter,12975.382
Bretford Rectangular Conference Table Tops,12995.2915
Apple iPhone 5,12996.600000000002
Samsung Galaxy Mega 6.3,13943.668
"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",15610.9656
Ibico EPK-21 Electric Binding System,15875.916000000001
Martin Yale Chadless Opener Electric Letter Opener,16656.2
Lexmark MX611dhe Monochrome Laser Printer,16829.901
High Speed Automatic Electric Letter Opener,17030.311999999998
GBC DocuBind P400 Electric Binding System,17965.068
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",18374.895
Hewlett Packard LaserJet 3310 Copier,18839.686
GBC Ibimaster 500 Manual ProClick Binding System,19024.5
GBC DocuBind TL300 Electric Binding System,19823.479
HON 5400 Series Task Chairs for Big and Tall,21870.576
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.384000000002
Canon imageCLASS 2200 Advanced Copier,61599.824
